Site,Charoen Pokphand Madiun
Periode,2026-04-14 s/d 2026-04-27

tanggal,inverter_name,string_number,daily_energy_kwh,daily_ghi_kwh_m2,pr_ghi_pct,pr_poa_pct,string_dc_kw_stc
2026-04-15,CPMAD-INV-07.,21,35.4874,6.040252,48.157,52.309,12.2000
2026-04-15,CPMAD-INV-07.,22,0.0000,6.040252,,0.000,
2026-04-15,CPMAD-INV-07.,23,34.9666,6.040252,47.450,51.542,
2026-04-15,CPMAD-INV-07.,24,0.0000,6.040252,,0.000,
2026-04-16,CPMAD-INV-01.,1,64.4951,6.748036,78.341,82.223,12.2000
2026-04-16,CPMAD-INV-01.,2,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-01.,3,61.1716,6.748036,74.304,77.985,12.2000
2026-04-16,CPMAD-INV-01.,4,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-01.,5,65.0026,6.748036,78.957,82.870,12.2000
2026-04-16,CPMAD-INV-01.,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,7,65.6174,6.748036,79.704,83.653,12.2000
2026-04-16,CPMAD-INV-01.,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,9,64.8576,6.748036,78.781,82.685,12.2000
2026-04-16,CPMAD-INV-01.,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,11,65.5272,6.748036,79.595,83.538,12.2000
2026-04-16,CPMAD-INV-01.,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,13,65.0232,6.748036,78.982,82.896,12.2000
2026-04-16,CPMAD-INV-01.,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,15,64.9149,6.748036,78.851,82.758,12.2000
2026-04-16,CPMAD-INV-01.,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,17,65.9487,6.748036,80.107,84.076,12.2000
2026-04-16,CPMAD-INV-01.,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,19,65.3963,6.748036,79.436,83.371,12.2000
2026-04-16,CPMAD-INV-01.,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,21,64.9605,6.748036,78.906,82.816,12.2000
2026-04-16,CPMAD-INV-01.,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-01.,23,0.0000,6.748036,0.000,0.000,12.2000
2026-04-16,CPMAD-INV-01.,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,1,51.7096,6.748036,62.811,65.923,12.2000
2026-04-16,CPMAD-INV-02.,2,51.1167,6.748036,77.613,81.459,
2026-04-16,CPMAD-INV-02.,3,52.1006,6.748036,63.286,66.421,12.2000
2026-04-16,CPMAD-INV-02.,4,51.5697,6.748036,78.301,82.181,
2026-04-16,CPMAD-INV-02.,5,44.6968,6.748036,54.292,56.982,12.2000
2026-04-16,CPMAD-INV-02.,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,7,49.1470,6.748036,59.698,62.656,12.2000
2026-04-16,CPMAD-INV-02.,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,9,48.9579,6.748036,59.468,62.415,12.2000
2026-04-16,CPMAD-INV-02.,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,11,46.0425,6.748036,55.927,58.698,12.2000
2026-04-16,CPMAD-INV-02.,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,13,44.8774,6.748036,54.512,57.213,12.2000
2026-04-16,CPMAD-INV-02.,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,15,42.8715,6.748036,52.075,54.655,12.2000
2026-04-16,CPMAD-INV-02.,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,17,52.2401,6.748036,63.455,66.599,12.2000
2026-04-16,CPMAD-INV-02.,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,19,44.2203,6.748036,53.714,56.375,12.2000
2026-04-16,CPMAD-INV-02.,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,21,49.4753,6.748036,60.097,63.074,12.2000
2026-04-16,CPMAD-INV-02.,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-02.,23,49.6087,6.748036,60.259,63.244,12.2000
2026-04-16,CPMAD-INV-02.,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,1,64.3817,6.748036,78.203,82.078,12.2000
2026-04-16,CPMAD-INV-03,2,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-03,3,64.6419,6.748036,78.519,82.410,12.2000
2026-04-16,CPMAD-INV-03,4,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-03,5,64.9979,6.748036,78.952,82.864,12.2000
2026-04-16,CPMAD-INV-03,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,7,65.4147,6.748036,79.458,83.395,12.2000
2026-04-16,CPMAD-INV-03,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,9,64.0245,6.748036,77.769,81.623,12.2000
2026-04-16,CPMAD-INV-03,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,11,60.1039,6.748036,73.007,76.624,10.9800
2026-04-16,CPMAD-INV-03,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,13,59.1527,6.748036,71.852,75.412,10.9800
2026-04-16,CPMAD-INV-03,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,15,58.7299,6.748036,71.338,74.873,10.9800
2026-04-16,CPMAD-INV-03,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,17,64.5540,6.748036,78.413,82.298,12.2000
2026-04-16,CPMAD-INV-03,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,19,65.5301,6.748036,79.598,83.542,12.2000
2026-04-16,CPMAD-INV-03,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,21,65.2352,6.748036,79.240,83.166,12.2000
2026-04-16,CPMAD-INV-03,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-03,23,64.7777,6.748036,78.684,82.583,12.2000
2026-04-16,CPMAD-INV-03,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,1,66.2988,6.748036,80.532,84.522,9.7600
2026-04-16,CPMAD-INV-04.,2,0.0000,6.748036,0.000,0.000,9.7600
2026-04-16,CPMAD-INV-04.,3,63.1014,6.748036,76.648,80.446,9.7600
2026-04-16,CPMAD-INV-04.,4,0.0000,6.748036,0.000,0.000,9.7600
2026-04-16,CPMAD-INV-04.,5,67.2040,6.748036,81.631,85.676,8.5400
2026-04-16,CPMAD-INV-04.,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,7,67.0088,6.748036,81.394,85.427,9.1500
2026-04-16,CPMAD-INV-04.,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,9,66.2193,6.748036,80.435,84.421,9.1500
2026-04-16,CPMAD-INV-04.,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,11,64.4177,6.748036,78.247,82.124,8.5400
2026-04-16,CPMAD-INV-04.,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,13,65.5789,6.748036,79.658,83.604,8.5400
2026-04-16,CPMAD-INV-04.,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,15,65.2305,6.748036,79.234,83.160,8.5400
2026-04-16,CPMAD-INV-04.,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,17,65.4103,6.748036,79.453,83.389,9.7600
2026-04-16,CPMAD-INV-04.,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,19,65.0922,6.748036,79.066,82.984,8.5400
2026-04-16,CPMAD-INV-04.,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,21,65.8329,6.748036,79.966,83.928,9.1500
2026-04-16,CPMAD-INV-04.,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-04.,23,0.0000,6.748036,0.000,0.000,9.1500
2026-04-16,CPMAD-INV-04.,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,1,65.5093,6.748036,79.573,83.515,12.2000
2026-04-16,CPMAD-INV-05.,2,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-05.,3,65.9207,6.748036,80.073,84.040,12.2000
2026-04-16,CPMAD-INV-05.,4,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-05.,5,65.3173,6.748036,79.340,83.271,12.2000
2026-04-16,CPMAD-INV-05.,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,7,60.5085,6.748036,73.499,77.140,12.2000
2026-04-16,CPMAD-INV-05.,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,9,60.1092,6.748036,73.014,76.631,12.2000
2026-04-16,CPMAD-INV-05.,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,11,61.4950,6.748036,74.697,78.398,12.2000
2026-04-16,CPMAD-INV-05.,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,13,66.1642,6.748036,80.369,84.350,12.2000
2026-04-16,CPMAD-INV-05.,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,15,67.1055,6.748036,81.512,85.550,12.2000
2026-04-16,CPMAD-INV-05.,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,17,66.2040,6.748036,80.417,84.401,12.2000
2026-04-16,CPMAD-INV-05.,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,19,66.3003,6.748036,80.534,84.524,12.2000
2026-04-16,CPMAD-INV-05.,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,21,66.4570,6.748036,80.724,84.724,12.2000
2026-04-16,CPMAD-INV-05.,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-05.,23,65.6671,6.748036,79.765,83.717,
2026-04-16,CPMAD-INV-05.,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,1,64.3379,6.748036,78.150,82.022,12.2000
2026-04-16,CPMAD-INV-06,2,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-06,3,66.3617,6.748036,80.608,84.602,12.2000
2026-04-16,CPMAD-INV-06,4,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-06,5,63.8291,6.748036,77.532,81.374,12.2000
2026-04-16,CPMAD-INV-06,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,7,60.5972,6.748036,73.606,77.253,12.2000
2026-04-16,CPMAD-INV-06,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,9,65.0190,6.748036,78.977,82.890,12.2000
2026-04-16,CPMAD-INV-06,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,11,65.2840,6.748036,79.299,83.228,12.2000
2026-04-16,CPMAD-INV-06,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,13,64.1222,6.748036,77.888,81.747,12.2000
2026-04-16,CPMAD-INV-06,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,15,65.6344,6.748036,79.725,83.675,12.2000
2026-04-16,CPMAD-INV-06,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,17,62.5129,6.748036,75.933,79.696,12.2000
2026-04-16,CPMAD-INV-06,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,19,66.3744,6.748036,80.624,84.618,12.2000
2026-04-16,CPMAD-INV-06,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,21,66.3592,6.748036,80.605,84.599,12.2000
2026-04-16,CPMAD-INV-06,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-06,23,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-06,24,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,1,65.8696,6.748036,80.011,83.975,12.2000
2026-04-16,CPMAD-INV-07.,2,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-07.,3,67.0852,6.748036,81.487,85.525,12.2000
2026-04-16,CPMAD-INV-07.,4,0.0000,6.748036,0.000,0.000,
2026-04-16,CPMAD-INV-07.,5,65.8178,6.748036,79.948,83.909,12.2000
2026-04-16,CPMAD-INV-07.,6,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,7,65.8378,6.748036,79.972,83.934,12.2000
2026-04-16,CPMAD-INV-07.,8,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,9,66.9550,6.748036,81.329,85.359,12.2000
2026-04-16,CPMAD-INV-07.,10,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,11,65.8071,6.748036,79.935,83.895,12.2000
2026-04-16,CPMAD-INV-07.,12,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,13,66.1261,6.748036,80.322,84.302,12.2000
2026-04-16,CPMAD-INV-07.,14,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,15,66.6706,6.748036,80.984,84.996,12.2000
2026-04-16,CPMAD-INV-07.,16,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,17,65.5837,6.748036,79.663,83.610,12.2000
2026-04-16,CPMAD-INV-07.,18,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,19,65.3237,6.748036,79.348,83.279,12.2000
2026-04-16,CPMAD-INV-07.,20,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,21,66.6082,6.748036,80.908,84.916,12.2000
2026-04-16,CPMAD-INV-07.,22,0.0000,6.748036,,0.000,
2026-04-16,CPMAD-INV-07.,23,65.5376,6.748036,79.607,83.552,
2026-04-16,CPMAD-INV-07.,24,0.0000,6.748036,,0.000,
2026-04-17,CPMAD-INV-01.,1,62.2415,6.662716,76.572,80.566,12.2000
2026-04-17,CPMAD-INV-01.,2,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-01.,3,59.4445,6.662716,73.131,76.946,12.2000
2026-04-17,CPMAD-INV-01.,4,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-01.,5,61.7557,6.662716,75.974,79.937,12.2000
2026-04-17,CPMAD-INV-01.,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,7,62.3697,6.662716,76.730,80.732,12.2000
2026-04-17,CPMAD-INV-01.,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,9,61.9837,6.662716,76.255,80.233,12.2000
2026-04-17,CPMAD-INV-01.,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,11,62.8547,6.662716,77.326,81.360,12.2000
2026-04-17,CPMAD-INV-01.,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,13,62.1593,6.662716,76.471,80.460,12.2000
2026-04-17,CPMAD-INV-01.,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,15,62.5225,6.662716,76.917,80.930,12.2000
2026-04-17,CPMAD-INV-01.,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,17,62.6679,6.662716,77.096,81.118,12.2000
2026-04-17,CPMAD-INV-01.,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,19,63.2067,6.662716,77.759,81.816,12.2000
2026-04-17,CPMAD-INV-01.,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,21,61.9235,6.662716,76.181,80.155,12.2000
2026-04-17,CPMAD-INV-01.,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-01.,23,0.0000,6.662716,0.000,0.000,12.2000
2026-04-17,CPMAD-INV-01.,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,1,49.9792,6.662716,61.486,64.694,12.2000
2026-04-17,CPMAD-INV-02.,2,49.1249,6.662716,75.544,79.485,
2026-04-17,CPMAD-INV-02.,3,50.4816,6.662716,62.104,65.344,12.2000
2026-04-17,CPMAD-INV-02.,4,49.7134,6.662716,76.449,80.437,
2026-04-17,CPMAD-INV-02.,5,43.6141,6.662716,53.656,56.455,12.2000
2026-04-17,CPMAD-INV-02.,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,7,46.7372,6.662716,57.498,60.497,12.2000
2026-04-17,CPMAD-INV-02.,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,9,46.5941,6.662716,57.322,60.312,12.2000
2026-04-17,CPMAD-INV-02.,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,11,43.9516,6.662716,54.071,56.892,12.2000
2026-04-17,CPMAD-INV-02.,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,13,44.6553,6.662716,54.937,57.802,12.2000
2026-04-17,CPMAD-INV-02.,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,15,42.1519,6.662716,51.857,54.562,12.2000
2026-04-17,CPMAD-INV-02.,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,17,50.6726,6.662716,62.339,65.591,12.2000
2026-04-17,CPMAD-INV-02.,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,19,42.8314,6.662716,52.693,55.441,12.2000
2026-04-17,CPMAD-INV-02.,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,21,47.3063,6.662716,58.198,61.234,12.2000
2026-04-17,CPMAD-INV-02.,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-02.,23,47.7457,6.662716,58.738,61.803,12.2000
2026-04-17,CPMAD-INV-02.,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,1,62.1447,6.662716,76.453,80.441,12.2000
2026-04-17,CPMAD-INV-03,2,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-03,3,62.7036,6.662716,77.140,81.164,12.2000
2026-04-17,CPMAD-INV-03,4,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-03,5,62.8716,6.662716,77.347,81.382,12.2000
2026-04-17,CPMAD-INV-03,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,7,62.7290,6.662716,77.172,81.197,12.2000
2026-04-17,CPMAD-INV-03,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,9,62.0925,6.662716,76.389,80.373,12.2000
2026-04-17,CPMAD-INV-03,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,11,57.1714,6.662716,70.334,74.003,10.9800
2026-04-17,CPMAD-INV-03,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,13,56.4635,6.662716,69.463,73.087,10.9800
2026-04-17,CPMAD-INV-03,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,15,55.8842,6.662716,68.751,72.337,10.9800
2026-04-17,CPMAD-INV-03,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,17,62.3153,6.662716,76.663,80.662,12.2000
2026-04-17,CPMAD-INV-03,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,19,63.4871,6.662716,78.104,82.179,12.2000
2026-04-17,CPMAD-INV-03,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,21,62.1655,6.662716,76.478,80.468,12.2000
2026-04-17,CPMAD-INV-03,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-03,23,62.4496,6.662716,76.828,80.836,12.2000
2026-04-17,CPMAD-INV-03,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,1,63.3587,6.662716,77.946,82.012,9.7600
2026-04-17,CPMAD-INV-04.,2,0.0000,6.662716,0.000,0.000,9.7600
2026-04-17,CPMAD-INV-04.,3,61.2636,6.662716,75.369,79.300,9.7600
2026-04-17,CPMAD-INV-04.,4,0.0000,6.662716,0.000,0.000,9.7600
2026-04-17,CPMAD-INV-04.,5,63.7877,6.662716,78.474,82.568,8.5400
2026-04-17,CPMAD-INV-04.,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,7,63.4692,6.662716,78.082,82.155,9.1500
2026-04-17,CPMAD-INV-04.,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,9,62.8860,6.662716,77.365,81.400,9.1500
2026-04-17,CPMAD-INV-04.,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,11,61.2123,6.662716,75.306,79.234,8.5400
2026-04-17,CPMAD-INV-04.,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,13,62.2392,6.662716,76.569,80.563,8.5400
2026-04-17,CPMAD-INV-04.,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,15,61.9388,6.662716,76.199,80.174,8.5400
2026-04-17,CPMAD-INV-04.,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,17,62.2156,6.662716,76.540,80.533,9.7600
2026-04-17,CPMAD-INV-04.,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,19,62.0509,6.662716,76.337,80.319,8.5400
2026-04-17,CPMAD-INV-04.,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,21,62.7519,6.662716,77.200,81.227,9.1500
2026-04-17,CPMAD-INV-04.,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-04.,23,0.0000,6.662716,0.000,0.000,9.1500
2026-04-17,CPMAD-INV-04.,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,1,63.1448,6.662716,77.683,81.735,12.2000
2026-04-17,CPMAD-INV-05.,2,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-05.,3,63.7430,6.662716,78.419,82.510,12.2000
2026-04-17,CPMAD-INV-05.,4,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-05.,5,63.0195,6.662716,77.529,81.573,12.2000
2026-04-17,CPMAD-INV-05.,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,7,57.7243,6.662716,71.015,74.719,12.2000
2026-04-17,CPMAD-INV-05.,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,9,58.2496,6.662716,71.661,75.399,12.2000
2026-04-17,CPMAD-INV-05.,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,11,59.2697,6.662716,72.916,76.719,12.2000
2026-04-17,CPMAD-INV-05.,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,13,63.5973,6.662716,78.240,82.321,12.2000
2026-04-17,CPMAD-INV-05.,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,15,64.8116,6.662716,79.734,83.893,12.2000
2026-04-17,CPMAD-INV-05.,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,17,63.6419,6.662716,78.295,82.379,12.2000
2026-04-17,CPMAD-INV-05.,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,19,63.8990,6.662716,78.611,82.712,12.2000
2026-04-17,CPMAD-INV-05.,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,21,64.1498,6.662716,78.919,83.036,12.2000
2026-04-17,CPMAD-INV-05.,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-05.,23,63.3329,6.662716,77.915,81.979,
2026-04-17,CPMAD-INV-05.,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,1,63.2195,6.662716,77.775,81.832,12.2000
2026-04-17,CPMAD-INV-06,2,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-06,3,64.4461,6.662716,79.284,83.420,12.2000
2026-04-17,CPMAD-INV-06,4,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-06,5,62.0550,6.662716,76.342,80.325,12.2000
2026-04-17,CPMAD-INV-06,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,7,58.9701,6.662716,72.547,76.332,12.2000
2026-04-17,CPMAD-INV-06,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,9,62.6021,6.662716,77.015,81.033,12.2000
2026-04-17,CPMAD-INV-06,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,11,63.9159,6.662716,78.632,82.734,12.2000
2026-04-17,CPMAD-INV-06,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,13,61.9582,6.662716,76.223,80.199,12.2000
2026-04-17,CPMAD-INV-06,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,15,63.8411,6.662716,78.540,82.637,12.2000
2026-04-17,CPMAD-INV-06,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,17,61.2656,6.662716,75.371,79.303,12.2000
2026-04-17,CPMAD-INV-06,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,19,63.8619,6.662716,78.565,82.664,12.2000
2026-04-17,CPMAD-INV-06,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,21,63.6702,6.662716,78.329,82.416,12.2000
2026-04-17,CPMAD-INV-06,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-06,23,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-06,24,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,1,62.8808,6.662716,77.358,81.394,12.2000
2026-04-17,CPMAD-INV-07.,2,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-07.,3,64.2477,6.662716,79.040,83.163,12.2000
2026-04-17,CPMAD-INV-07.,4,0.0000,6.662716,0.000,0.000,
2026-04-17,CPMAD-INV-07.,5,63.1306,6.662716,77.666,81.717,12.2000
2026-04-17,CPMAD-INV-07.,6,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,7,63.2756,6.662716,77.844,81.905,12.2000
2026-04-17,CPMAD-INV-07.,8,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,9,64.1517,6.662716,78.922,83.039,12.2000
2026-04-17,CPMAD-INV-07.,10,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,11,63.1677,6.662716,77.711,81.765,12.2000
2026-04-17,CPMAD-INV-07.,12,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,13,63.3304,6.662716,77.911,81.976,12.2000
2026-04-17,CPMAD-INV-07.,14,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,15,63.8676,6.662716,78.572,82.671,12.2000
2026-04-17,CPMAD-INV-07.,16,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,17,62.9687,6.662716,77.466,81.507,12.2000
2026-04-17,CPMAD-INV-07.,18,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,19,62.1804,6.662716,76.497,80.487,12.2000
2026-04-17,CPMAD-INV-07.,20,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,21,63.7607,6.662716,78.441,82.533,12.2000
2026-04-17,CPMAD-INV-07.,22,0.0000,6.662716,,0.000,
2026-04-17,CPMAD-INV-07.,23,62.9008,6.662716,77.383,81.420,
2026-04-17,CPMAD-INV-07.,24,0.0000,6.662716,,0.000,
2026-04-18,CPMAD-INV-01.,1,60.9482,6.330314,78.918,83.435,12.2000
2026-04-18,CPMAD-INV-01.,2,0.0000,6.330314,0.000,0.000,
2026-04-18,CPMAD-INV-01.,3,58.6613,6.330314,75.957,80.304,12.2000
