source;site_id;site_name;inverter_id;inverter_name;inverter_no;mppt_no;string_no;module_qty;orient_code;is_active;commission_date;decommission_date;notes
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;4;18;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;5;19;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;5;20;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;5;21;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;5;22;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;5;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;6;24;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;6;25;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;6;26;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;6;27;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;10;6;28;27.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;1;1;24.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;1;2;24.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;1;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;1;4;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;2;5;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;2;6;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;2;7;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;2;8;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;2;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;3;10;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;3;11;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;3;12;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;3;13;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;3;14;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;4;15;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;4;16;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;4;17;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;4;18;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;5;19;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;5;20;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;5;21;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;5;22;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;5;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;6;24;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;6;25;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;6;26;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;6;27;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;11;6;28;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;1;1;26.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;1;2;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;1;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;1;4;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;2;5;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;2;6;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;2;7;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;2;8;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;2;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;3;10;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;3;11;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;3;12;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;3;13;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;3;14;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;4;15;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;4;16;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;4;17;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;4;18;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;5;19;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;5;20;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;5;21;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;5;22;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;5;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;6;24;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;6;25;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;6;26;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;6;27;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;12;6;28;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;1;1;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;1;2;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;1;3;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;1;4;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;2;5;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;2;6;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;2;7;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;2;8;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;2;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;3;10;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;3;11;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;3;12;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;3;13;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;3;14;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;4;15;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;4;16;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;4;17;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;4;18;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;5;19;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;5;20;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;5;21;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;5;22;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;5;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;6;24;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;6;25;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;6;26;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;6;27;28.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;13;6;28;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;1;1;24.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;1;2;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;1;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;1;4;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;2;5;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;2;6;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;2;7;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;2;8;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;2;9;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;3;10;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;3;11;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;3;12;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;3;13;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;3;14;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;4;15;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;4;16;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;4;17;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;4;18;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;5;19;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;5;20;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;5;21;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;5;22;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;5;23;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;6;24;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;6;25;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;6;26;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;6;27;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;14;6;28;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;1;1;26.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;1;2;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;1;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;1;4;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;2;5;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;2;6;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;2;7;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;2;8;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;2;9;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;3;10;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;3;11;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;3;12;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;3;13;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;3;14;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;4;15;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;4;16;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;4;17;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;4;18;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;5;19;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;5;20;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;5;21;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;5;22;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;5;23;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;6;24;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;6;25;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;6;26;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;6;27;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;15;6;28;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;1;1;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;1;2;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;1;3;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;1;4;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;2;5;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;2;6;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;2;7;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;2;8;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;2;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;3;10;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;3;11;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;3;12;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;3;13;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;3;14;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;4;15;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;4;16;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;4;17;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;4;18;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;5;19;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;5;20;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;5;21;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;5;22;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;5;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;6;24;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;6;25;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=51758766;PT. MMKI 5.7 MWp - Phase 2;;;16;6;26;27.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
