source;site_id;site_name;inverter_id;inverter_name;inverter_no;mppt_no;string_no;module_qty;orient_code;is_active;commission_date;decommission_date;notes
iSolarCloud;1453245;Garuda Metalindo 2;;;2;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;3;6;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;4;8;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;5;10;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;6;12;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;7;14;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;8;16;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;2;9;18;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;1;1;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;1;2;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;2;4;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;3;6;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;4;8;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;5;10;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;6;12;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;7;14;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;8;16;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;3;9;18;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;1;1;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;1;2;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;2;4;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;3;6;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;4;8;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;5;10;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;6;12;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;7;14;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;8;16;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;4;9;18;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;1;1;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;1;2;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;2;4;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;3;6;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;4;8;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;5;10;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;6;11;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;6;12;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;7;14;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;8;16;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;9;17;18.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;5;9;18;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;1;1;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;1;2;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;2;4;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;3;6;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;4;8;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;5;10;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;6;12;14.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;7;14;14.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;8;15;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;8;16;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;9;17;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1453245;Garuda Metalindo 2;;;6;9;18;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;1;2;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;2;4;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;3;6;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;4;8;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;5;10;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;6;12;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;7;14;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;8;16;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;9;18;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;10;20;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;11;22;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;12;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;1;12;24;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;1;2;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;2;4;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;3;6;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;4;8;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;5;10;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;6;12;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;7;14;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;8;16;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;9;18;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;10;20;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;11;22;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;12;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;2;12;24;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;1;2;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;2;4;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;3;6;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;4;8;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;5;10;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;6;12;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;7;14;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;8;16;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;9;18;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;10;20;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;11;22;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;12;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;3;12;24;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;1;2;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;2;4;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;3;6;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;4;8;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;5;10;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;6;12;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;7;14;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;8;16;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;9;18;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;10;20;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;11;22;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;12;23;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;4;12;24;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;1;2;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;2;4;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;3;6;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;4;8;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;5;10;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;6;12;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;7;14;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;8;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;9;18;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;10;20;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
