Unnamed: 0,Sites,Inverter No,MPPT No,String No,Module Qty,Orient Code,Azimuth,Tilt,Coordinate (x),Coordinate (y),Area,Row,Cable Length,Cable Size
,GM 2,4,4,7,0.0,,,,,,,,,
,GM 2,4,4,8,18.0,1.0,,,,,,,,
,GM 2,4,5,9,0.0,,,,,,,,,
,GM 2,4,5,10,18.0,1.0,,,,,,,,
,GM 2,4,6,11,0.0,,,,,,,,,
,GM 2,4,6,12,18.0,1.0,,,,,,,,
,GM 2,4,7,13,0.0,,,,,,,,,
,GM 2,4,7,14,18.0,1.0,,,,,,,,
,GM 2,4,8,15,0.0,,,,,,,,,
,GM 2,4,8,16,18.0,1.0,,,,,,,,
,GM 2,4,9,17,0.0,,,,,,,,,
,GM 2,4,9,18,18.0,1.0,,,,,,,,
,GM 2,5,1,1,18.0,2.0,,,,,,,,
,GM 2,5,1,2,18.0,2.0,,,,,,,,
,GM 2,5,2,3,0.0,,,,,,,,,
,GM 2,5,2,4,18.0,2.0,,,,,,,,
,GM 2,5,3,5,0.0,,,,,,,,,
,GM 2,5,3,6,18.0,2.0,,,,,,,,
,GM 2,5,4,7,0.0,,,,,,,,,
,GM 2,5,4,8,18.0,2.0,,,,,,,,
,GM 2,5,5,9,0.0,,,,,,,,,
,GM 2,5,5,10,18.0,2.0,,,,,,,,
,GM 2,5,6,11,18.0,1.0,,,,,,,,
,GM 2,5,6,12,18.0,1.0,,,,,,,,
,GM 2,5,7,13,0.0,,,,,,,,,
,GM 2,5,7,14,18.0,1.0,,,,,,,,
,GM 2,5,8,15,0.0,,,,,,,,,
,GM 2,5,8,16,18.0,1.0,,,,,,,,
,GM 2,5,9,17,18.0,,,,,,,,,
,GM 2,5,9,18,18.0,1.0,,,,,,,,
,GM 2,6,1,1,16.0,2.0,,,,,,,,
,GM 2,6,1,2,16.0,2.0,,,,,,,,
,GM 2,6,2,3,0.0,,,,,,,,,
,GM 2,6,2,4,16.0,1.0,,,,,,,,
,GM 2,6,3,5,0.0,,,,,,,,,
,GM 2,6,3,6,16.0,1.0,,,,,,,,
,GM 2,6,4,7,0.0,,,,,,,,,
,GM 2,6,4,8,16.0,2.0,,,,,,,,
,GM 2,6,5,9,0.0,,,,,,,,,
,GM 2,6,5,10,16.0,1.0,,,,,,,,
,GM 2,6,6,11,0.0,,,,,,,,,
,GM 2,6,6,12,14.0,2.0,,,,,,,,
,GM 2,6,7,13,0.0,,,,,,,,,
,GM 2,6,7,14,14.0,1.0,,,,,,,,
,GM 2,6,8,15,16.0,2.0,,,,,,,,
,GM 2,6,8,16,16.0,2.0,,,,,,,,
,GM 2,6,9,17,16.0,1.0,,,,,,,,
,GM 2,6,9,18,16.0,1.0,,,,,,,,
,GM 3,1,1,1,18.0,1.0,,,,,,,,
,GM 3,1,1,2,18.0,1.0,,,,,,,,
,GM 3,1,2,3,0.0,,,,,,,,,
,GM 3,1,2,4,18.0,1.0,,,,,,,,
,GM 3,1,3,5,0.0,,,,,,,,,
,GM 3,1,3,6,18.0,1.0,,,,,,,,
,GM 3,1,4,7,0.0,,,,,,,,,
,GM 3,1,4,8,18.0,1.0,,,,,,,,
,GM 3,1,5,9,0.0,,,,,,,,,
,GM 3,1,5,10,18.0,1.0,,,,,,,,
,GM 3,1,6,11,0.0,,,,,,,,,
,GM 3,1,6,12,18.0,1.0,,,,,,,,
,GM 3,1,7,13,0.0,,,,,,,,,
,GM 3,1,7,14,18.0,1.0,,,,,,,,
,GM 3,1,8,15,0.0,,,,,,,,,
,GM 3,1,8,16,18.0,1.0,,,,,,,,
,GM 3,1,9,17,0.0,,,,,,,,,
,GM 3,1,9,18,18.0,1.0,,,,,,,,
,GM 3,2,1,1,18.0,1.0,,,,,,,,
,GM 3,2,1,2,18.0,1.0,,,,,,,,
,GM 3,2,2,3,0.0,,,,,,,,,
,GM 3,2,2,4,18.0,1.0,,,,,,,,
,GM 3,2,3,5,0.0,,,,,,,,,
,GM 3,2,3,6,18.0,1.0,,,,,,,,
,GM 3,2,4,7,0.0,,,,,,,,,
,GM 3,2,4,8,17.0,1.0,,,,,,,,
,GM 3,2,5,9,0.0,,,,,,,,,
,GM 3,2,5,10,16.0,1.0,,,,,,,,
,GM 3,2,6,11,0.0,,,,,,,,,
,GM 3,2,6,12,18.0,2.0,,,,,,,,
,GM 3,2,7,13,0.0,,,,,,,,,
,GM 3,2,7,14,18.0,2.0,,,,,,,,
,GM 3,2,8,15,0.0,,,,,,,,,
,GM 3,2,8,16,18.0,2.0,,,,,,,,
,GM 3,2,9,17,0.0,,,,,,,,,
,GM 3,2,9,18,18.0,2.0,,,,,,,,
,GM 3,3,1,1,18.0,2.0,,,,,,,,
,GM 3,3,1,2,18.0,2.0,,,,,,,,
,GM 3,3,2,3,0.0,,,,,,,,,
,GM 3,3,2,4,18.0,2.0,,,,,,,,
,GM 3,3,3,5,0.0,,,,,,,,,
,GM 3,3,3,6,18.0,2.0,,,,,,,,
,GM 3,3,4,7,0.0,,,,,,,,,
,GM 3,3,4,8,18.0,2.0,,,,,,,,
,GM 3,3,5,9,0.0,,,,,,,,,
,GM 3,3,5,10,18.0,2.0,,,,,,,,
,GM 3,3,6,11,0.0,,,,,,,,,
,GM 3,3,6,12,18.0,2.0,,,,,,,,
,GM 3,3,7,13,0.0,,,,,,,,,
,GM 3,3,7,14,18.0,2.0,,,,,,,,
,GM 3,3,8,15,0.0,,,,,,,,,
,GM 3,3,8,16,18.0,2.0,,,,,,,,
,GM 3,3,9,17,18.0,2.0,,,,,,,,
,GM 3,3,9,18,18.0,2.0,,,,,,,,
,GM MPF,1,1,1,18.0,1.0,,,,,,,,
,GM MPF,1,1,2,18.0,1.0,,,,,,,,
,GM MPF,1,2,3,0.0,,,,,,,,,
,GM MPF,1,2,4,18.0,1.0,,,,,,,,
,GM MPF,1,3,5,0.0,,,,,,,,,
,GM MPF,1,3,6,18.0,1.0,,,,,,,,
,GM MPF,1,4,7,0.0,,,,,,,,,
,GM MPF,1,4,8,18.0,1.0,,,,,,,,
,GM MPF,1,5,9,0.0,,,,,,,,,
,GM MPF,1,5,10,18.0,1.0,,,,,,,,
,GM MPF,1,6,11,0.0,,,,,,,,,
,GM MPF,1,6,12,18.0,1.0,,,,,,,,
,GM MPF,1,7,13,0.0,,,,,,,,,
,GM MPF,1,7,14,18.0,1.0,,,,,,,,
,GM MPF,1,8,15,0.0,,,,,,,,,
,GM MPF,1,8,16,18.0,1.0,,,,,,,,
,GM MPF,1,9,17,0.0,,,,,,,,,
,GM MPF,1,9,18,18.0,2.0,,,,,,,,
,GM MPF,2,1,1,18.0,1.0,,,,,,,,
,GM MPF,2,1,2,18.0,1.0,,,,,,,,
,GM MPF,2,2,3,0.0,,,,,,,,,
,GM MPF,2,2,4,18.0,1.0,,,,,,,,
,GM MPF,2,3,5,0.0,,,,,,,,,
,GM MPF,2,3,6,18.0,2.0,,,,,,,,
,GM MPF,2,4,7,0.0,,,,,,,,,
,GM MPF,2,4,8,18.0,2.0,,,,,,,,
,GM MPF,2,5,9,0.0,,,,,,,,,
,GM MPF,2,5,10,18.0,2.0,,,,,,,,
,GM MPF,2,6,11,0.0,,,,,,,,,
,GM MPF,2,6,12,18.0,2.0,,,,,,,,
,GM MPF,2,7,13,0.0,,,,,,,,,
,GM MPF,2,7,14,18.0,2.0,,,,,,,,
,GM MPF,2,8,15,0.0,,,,,,,,,
,GM MPF,2,8,16,18.0,2.0,,,,,,,,
,GM MPF,2,9,17,0.0,,,,,,,,,
,GM MPF,2,9,18,18.0,2.0,,,,,,,,
,GM MPF,3,1,1,18.0,2.0,,,,,,,,
,GM MPF,3,1,2,18.0,2.0,,,,,,,,
,GM MPF,3,2,3,0.0,,,,,,,,,
,GM MPF,3,2,4,18.0,2.0,,,,,,,,
,GM MPF,3,3,5,0.0,,,,,,,,,
,GM MPF,3,3,6,18.0,2.0,,,,,,,,
,GM MPF,3,4,7,0.0,,,,,,,,,
,GM MPF,3,4,8,18.0,2.0,,,,,,,,
,GM MPF,3,5,9,0.0,,,,,,,,,
,GM MPF,3,5,10,18.0,2.0,,,,,,,,
,GM MPF,3,6,11,0.0,,,,,,,,,
,GM MPF,3,6,12,18.0,2.0,,,,,,,,
,GM MPF,3,7,13,0.0,,,,,,,,,
,GM MPF,3,7,14,18.0,2.0,,,,,,,,
,GM MPF,3,8,15,0.0,,,,,,,,,
,GM MPF,3,8,16,18.0,2.0,,,,,,,,
,GM MPF,3,9,17,0.0,,,,,,,,,
,GM MPF,3,9,18,18.0,2.0,,,,,,,,
,PMM,1,1,1,16.0,3.0,,,,,,,,
,PMM,1,1,2,16.0,3.0,,,,,,,,
,PMM,1,2,3,16.0,3.0,,,,,,,,
,PMM,1,2,4,16.0,3.0,,,,,,,,
,PMM,1,3,5,16.0,3.0,,,,,,,,
,PMM,1,3,6,16.0,3.0,,,,,,,,
,PMM,1,4,7,16.0,1.0,,,,,,,,
,PMM,1,4,8,16.0,1.0,,,,,,,,
,PMM,1,5,9,16.0,3.0,,,,,,,,
,PMM,1,5,10,0.0,,,,,,,,,
,PMM,1,6,11,18.0,3.0,,,,,,,,
,PMM,1,6,12,18.0,3.0,,,,,,,,
,PMM,1,7,13,18.0,3.0,,,,,,,,
,PMM,1,7,14,0.0,,,,,,,,,
,PMM,1,8,15,18.0,3.0,,,,,,,,
,PMM,1,8,16,0.0,,,,,,,,,
,PMM,1,9,17,18.0,3.0,,,,,,,,
,PMM,1,9,18,0.0,,,,,,,,,
,PMM,1,10,19,18.0,3.0,,,,,,,,
,PMM,1,10,20,0.0,,,,,,,,,
,PMM,2,1,1,16.0,1.0,,,,,,,,
,PMM,2,1,2,16.0,1.0,,,,,,,,
,PMM,2,2,3,16.0,1.0,,,,,,,,
,PMM,2,2,4,16.0,1.0,,,,,,,,
,PMM,2,3,5,16.0,1.0,,,,,,,,
,PMM,2,3,6,16.0,1.0,,,,,,,,
,PMM,2,4,7,16.0,1.0,,,,,,,,
,PMM,2,4,8,16.0,1.0,,,,,,,,
,PMM,2,5,9,16.0,2.0,,,,,,,,
,PMM,2,5,10,0.0,,,,,,,,,
,PMM,2,6,11,18.0,3.0,,,,,,,,
,PMM,2,6,12,18.0,3.0,,,,,,,,
,PMM,2,7,13,18.0,3.0,,,,,,,,
,PMM,2,7,14,0.0,,,,,,,,,
,PMM,2,8,15,18.0,3.0,,,,,,,,
,PMM,2,8,16,0.0,,,,,,,,,
,PMM,2,9,17,18.0,3.0,,,,,,,,
,PMM,2,9,18,0.0,,,,,,,,,
,PMM,2,10,19,18.0,3.0,,,,,,,,
,PMM,2,10,20,0.0,,,,,,,,,
,PMM,3,1,1,16.0,2.0,,,,,,,,
,PMM,3,1,2,16.0,2.0,,,,,,,,
,PMM,3,2,3,16.0,2.0,,,,,,,,
,PMM,3,2,4,16.0,2.0,,,,,,,,
,PMM,3,3,5,16.0,2.0,,,,,,,,
,PMM,3,3,6,16.0,2.0,,,,,,,,
,PMM,3,4,7,16.0,2.0,,,,,,,,
,PMM,3,4,8,16.0,2.0,,,,,,,,
,PMM,3,5,9,16.0,2.0,,,,,,,,
,PMM,3,5,10,0.0,,,,,,,,,
,PMM,3,6,11,18.0,3.0,,,,,,,,
,PMM,3,6,12,18.0,3.0,,,,,,,,
,PMM,3,7,13,18.0,3.0,,,,,,,,
,PMM,3,7,14,0.0,,,,,,,,,
,PMM,3,8,15,18.0,3.0,,,,,,,,
,PMM,3,8,16,0.0,,,,,,,,,
,PMM,3,9,17,18.0,3.0,,,,,,,,
,PMM,3,9,18,0.0,,,,,,,,,
,PMM,3,10,19,18.0,3.0,,,,,,,,
,PMM,3,10,20,0.0,,,,,,,,,
,PMM,4,1,1,16.0,2.0,,,,,,,,
,PMM,4,1,2,16.0,2.0,,,,,,,,
,PMM,4,2,3,0.0,2.0,,,,,,,,
,PMM,4,2,4,16.0,2.0,,,,,,,,
,PMM,4,3,5,16.0,2.0,,,,,,,,
,PMM,4,3,6,16.0,2.0,,,,,,,,
,PMM,4,4,7,16.0,2.0,,,,,,,,
,PMM,4,4,8,16.0,2.0,,,,,,,,
,PMM,4,5,9,16.0,2.0,,,,,,,,
,PMM,4,5,10,16.0,,,,,,,,,
,PMM,4,6,11,18.0,4.0,,,,,,,,
,PMM,4,6,12,18.0,4.0,,,,,,,,
,PMM,4,7,13,18.0,4.0,,,,,,,,
,PMM,4,7,14,0.0,,,,,,,,,
,PMM,4,8,15,18.0,4.0,,,,,,,,
,PMM,4,8,16,0.0,,,,,,,,,
,PMM,4,9,17,18.0,4.0,,,,,,,,
,PMM,4,9,18,0.0,,,,,,,,,
,PMM,4,10,19,18.0,4.0,,,,,,,,
,PMM,4,10,20,0.0,,,,,,,,,
,PMM,5,1,1,16.0,2.0,,,,,,,,
,PMM,5,1,2,16.0,2.0,,,,,,,,
,PMM,5,2,3,16.0,2.0,,,,,,,,
,PMM,5,2,4,16.0,2.0,,,,,,,,
,PMM,5,3,5,16.0,2.0,,,,,,,,
,PMM,5,3,6,16.0,2.0,,,,,,,,
,PMM,5,4,7,16.0,2.0,,,,,,,,
,PMM,5,4,8,16.0,2.0,,,,,,,,
,PMM,5,5,9,16.0,2.0,,,,,,,,
,PMM,5,5,10,0.0,,,,,,,,,
,PMM,5,6,11,18.0,4.0,,,,,,,,
,PMM,5,6,12,18.0,4.0,,,,,,,,
,PMM,5,7,13,18.0,4.0,,,,,,,,
,PMM,5,7,14,0.0,,,,,,,,,
,PMM,5,8,15,18.0,4.0,,,,,,,,
,PMM,5,8,16,0.0,,,,,,,,,
,PMM,5,9,17,18.0,4.0,,,,,,,,
,PMM,5,9,18,0.0,,,,,,,,,
,PMM,5,10,19,18.0,4.0,,,,,,,,
,PMM,5,10,20,0.0,,,,,,,,,
,PMM,6,1,1,18.0,4.0,,,,,,,,
,PMM,6,1,2,18.0,4.0,,,,,,,,
,PMM,6,2,3,18.0,4.0,,,,,,,,
,PMM,6,2,4,18.0,4.0,,,,,,,,
,PMM,6,3,5,18.0,4.0,,,,,,,,
,PMM,6,3,6,18.0,4.0,,,,,,,,
,PMM,6,4,7,18.0,2.0,,,,,,,,
,PMM,6,4,8,18.0,2.0,,,,,,,,
,PMM,6,5,9,18.0,4.0,,,,,,,,
,PMM,6,5,10,0.0,,,,,,,,,
,PMM,6,6,11,18.0,4.0,,,,,,,,
,PMM,6,6,12,0.0,,,,,,,,,
,PMM,6,7,13,18.0,4.0,,,,,,,,
,PMM,6,7,14,0.0,,,,,,,,,
,PMM,6,8,15,18.0,4.0,,,,,,,,
,PMM,6,8,16,0.0,,,,,,,,,
,PMM,6,9,17,18.0,4.0,,,,,,,,
,PMM,6,9,18,0.0,,,,,,,,,
,PMM,6,10,19,20.0,4.0,,,,,,,,
,PMM,6,10,20,0.0,,,,,,,,,
,PMM,7,1,1,18.0,2.0,,,,,,,,
,PMM,7,1,2,18.0,2.0,,,,,,,,
,PMM,7,2,3,18.0,2.0,,,,,,,,
,PMM,7,2,4,18.0,2.0,,,,,,,,
,PMM,7,3,5,18.0,2.0,,,,,,,,
,PMM,7,3,6,18.0,2.0,,,,,,,,
,PMM,7,4,7,18.0,2.0,,,,,,,,
,PMM,7,4,8,18.0,2.0,,,,,,,,
,PMM,7,5,9,18.0,2.0,,,,,,,,
,PMM,7,5,10,0.0,,,,,,,,,
,PMM,7,6,11,18.0,3.0,,,,,,,,
,PMM,7,6,12,0.0,,,,,,,,,
,PMM,7,7,13,18.0,3.0,,,,,,,,
,PMM,7,7,14,0.0,,,,,,,,,
,PMM,7,8,15,18.0,3.0,,,,,,,,
,PMM,7,8,16,0.0,,,,,,,,,
,PMM,7,9,17,20.0,4.0,,,,,,,,
,PMM,7,9,18,0.0,,,,,,,,,
,PMM,7,10,19,20.0,4.0,,,,,,,,
,PMM,7,10,20,0.0,,,,,,,,,
,PMM,8,1,1,18.0,1.0,,,,,,,,
,PMM,8,1,2,18.0,1.0,,,,,,,,
,PMM,8,2,3,18.0,1.0,,,,,,,,
,PMM,8,2,4,18.0,1.0,,,,,,,,
,PMM,8,3,5,18.0,1.0,,,,,,,,
,PMM,8,3,6,18.0,1.0,,,,,,,,
,PMM,8,4,7,18.0,1.0,,,,,,,,
,PMM,8,4,8,18.0,1.0,,,,,,,,
,PMM,8,5,9,18.0,1.0,,,,,,,,
,PMM,8,5,10,0.0,,,,,,,,,
,PMM,8,6,11,18.0,4.0,,,,,,,,
,PMM,8,6,12,0.0,,,,,,,,,
,PMM,8,7,13,18.0,4.0,,,,,,,,
,PMM,8,7,14,0.0,,,,,,,,,
,PMM,8,8,15,18.0,4.0,,,,,,,,
,PMM,8,8,16,0.0,,,,,,,,,
,PMM,8,9,17,20.0,4.0,,,,,,,,
,PMM,8,9,18,0.0,,,,,,,,,
,PMM,8,10,19,20.0,4.0,,,,,,,,
,PMM,8,10,20,0.0,,,,,,,,,
,PMM,9,1,1,18.0,1.0,,,,,,,,
,PMM,9,1,2,18.0,1.0,,,,,,,,
,PMM,9,2,3,18.0,1.0,,,,,,,,
,PMM,9,2,4,18.0,1.0,,,,,,,,
,PMM,9,3,5,18.0,1.0,,,,,,,,
,PMM,9,3,6,18.0,1.0,,,,,,,,
,PMM,9,4,7,18.0,1.0,,,,,,,,
,PMM,9,4,8,18.0,1.0,,,,,,,,
,PMM,9,5,9,18.0,1.0,,,,,,,,
,PMM,9,5,10,0.0,,,,,,,,,
,PMM,9,6,11,18.0,1.0,,,,,,,,
,PMM,9,6,12,0.0,,,,,,,,,
,PMM,9,7,13,18.0,1.0,,,,,,,,
,PMM,9,7,14,0.0,,,,,,,,,
,PMM,9,8,15,18.0,1.0,,,,,,,,
,PMM,9,8,16,0.0,,,,,,,,,
,PMM,9,9,17,18.0,1.0,,,,,,,,
,PMM,9,9,18,0.0,,,,,,,,,
,PMM,9,10,19,20.0,4.0,,,,,,,,
,PMM,9,10,20,0.0,,,,,,,,,
,PMM,10,1,1,18.0,1.0,,,,,,,,
,PMM,10,1,2,18.0,1.0,,,,,,,,
,PMM,10,2,3,18.0,1.0,,,,,,,,
,PMM,10,2,4,18.0,1.0,,,,,,,,
,PMM,10,3,5,18.0,1.0,,,,,,,,
,PMM,10,3,6,18.0,1.0,,,,,,,,
,PMM,10,4,7,18.0,1.0,,,,,,,,
,PMM,10,4,8,18.0,1.0,,,,,,,,
,PMM,10,5,9,18.0,1.0,,,,,,,,
,PMM,10,5,10,0.0,,,,,,,,,
,PMM,10,6,11,18.0,1.0,,,,,,,,
,PMM,10,6,12,0.0,,,,,,,,,
,PMM,10,7,13,18.0,1.0,,,,,,,,
,PMM,10,7,14,0.0,,,,,,,,,
,PMM,10,8,15,18.0,1.0,,,,,,,,
,PMM,10,8,16,0.0,,,,,,,,,
,PMM,10,9,17,18.0,1.0,,,,,,,,
,PMM,10,9,18,0.0,,,,,,,,,
,PMM,10,10,19,20.0,6.0,,,,,,,,
,PMM,10,10,20,0.0,,,,,,,,,
,PMM,11,1,1,16.0,2.0,,,,,,,,
,PMM,11,1,2,16.0,2.0,,,,,,,,
,PMM,11,2,3,16.0,2.0,,,,,,,,
,PMM,11,2,4,16.0,2.0,,,,,,,,
,PMM,11,3,5,16.0,2.0,,,,,,,,
,PMM,11,3,6,16.0,2.0,,,,,,,,
,PMM,11,4,7,16.0,2.0,,,,,,,,
,PMM,11,4,8,16.0,2.0,,,,,,,,
,PMM,11,5,9,16.0,2.0,,,,,,,,
,PMM,11,5,10,0.0,,,,,,,,,
,PMM,11,6,11,18.0,1.0,,,,,,,,
,PMM,11,6,12,18.0,1.0,,,,,,,,
,PMM,11,7,13,18.0,1.0,,,,,,,,
,PMM,11,7,14,0.0,,,,,,,,,
,PMM,11,8,15,18.0,1.0,,,,,,,,
,PMM,11,8,16,0.0,,,,,,,,,
,PMM,11,9,17,18.0,1.0,,,,,,,,
,PMM,11,9,18,0.0,,,,,,,,,
,PMM,11,10,19,18.0,1.0,,,,,,,,
,PMM,11,10,20,0.0,,,,,,,,,
,PMM,12,1,1,16.0,1.0,,,,,,,,
,PMM,12,1,2,16.0,1.0,,,,,,,,
,PMM,12,2,3,16.0,1.0,,,,,,,,
,PMM,12,2,4,16.0,1.0,,,,,,,,
,PMM,12,3,5,16.0,2.0,,,,,,,,
,PMM,12,3,6,16.0,2.0,,,,,,,,
,PMM,12,4,7,16.0,2.0,,,,,,,,
,PMM,12,4,8,16.0,2.0,,,,,,,,
,PMM,12,5,9,16.0,2.0,,,,,,,,
,PMM,12,5,10,0.0,,,,,,,,,
,PMM,12,6,11,18.0,1.0,,,,,,,,
,PMM,12,6,12,18.0,1.0,,,,,,,,
,PMM,12,7,13,18.0,1.0,,,,,,,,
,PMM,12,7,14,0.0,,,,,,,,,
,PMM,12,8,15,18.0,1.0,,,,,,,,
,PMM,12,8,16,0.0,,,,,,,,,
,PMM,12,9,17,18.0,1.0,,,,,,,,
,PMM,12,9,18,0.0,,,,,,,,,
,PMM,12,10,19,18.0,1.0,,,,,,,,
,PMM,12,10,20,0.0,,,,,,,,,
,PMM,13,1,1,18.0,2.0,,,,,,,,
,PMM,13,1,2,18.0,2.0,,,,,,,,
,PMM,13,2,3,18.0,2.0,,,,,,,,
,PMM,13,2,4,18.0,2.0,,,,,,,,
,PMM,13,3,5,18.0,2.0,,,,,,,,
,PMM,13,3,6,18.0,2.0,,,,,,,,
,PMM,13,4,7,18.0,2.0,,,,,,,,
,PMM,13,4,8,18.0,2.0,,,,,,,,
,PMM,13,5,9,18.0,1.0,,,,,,,,
,PMM,13,5,10,0.0,,,,,,,,,
,PMM,13,6,11,18.0,5.0,,,,,,,,
,PMM,13,6,12,0.0,,,,,,,,,
,PMM,13,7,13,18.0,5.0,,,,,,,,
,PMM,13,7,14,0.0,,,,,,,,,
,PMM,13,8,15,18.0,5.0,,,,,,,,
,PMM,13,8,16,0.0,,,,,,,,,
,PMM,13,9,17,20.0,6.0,,,,,,,,
,PMM,13,9,18,0.0,,,,,,,,,
,PMM,13,10,19,20.0,6.0,,,,,,,,
,PMM,13,10,20,0.0,,,,,,,,,
,PMM,14,1,1,18.0,2.0,,,,,,,,
,PMM,14,1,2,18.0,2.0,,,,,,,,
,PMM,14,2,3,18.0,2.0,,,,,,,,
,PMM,14,2,4,18.0,2.0,,,,,,,,
,PMM,14,3,5,18.0,2.0,,,,,,,,
,PMM,14,3,6,18.0,2.0,,,,,,,,
,PMM,14,4,7,18.0,2.0,,,,,,,,
,PMM,14,4,8,18.0,2.0,,,,,,,,
,PMM,14,5,9,18.0,2.0,,,,,,,,
,PMM,14,5,10,0.0,,,,,,,,,
,PMM,14,6,11,18.0,2.0,,,,,,,,
,PMM,14,6,12,0.0,,,,,,,,,
,PMM,14,7,13,18.0,2.0,,,,,,,,
,PMM,14,7,14,0.0,,,,,,,,,
,PMM,14,8,15,18.0,2.0,,,,,,,,
,PMM,14,8,16,0.0,,,,,,,,,
,PMM,14,9,17,20.0,6.0,,,,,,,,
,PMM,14,9,18,0.0,,,,,,,,,
,PMM,14,10,19,20.0,6.0,,,,,,,,
,PMM,14,10,20,0.0,,,,,,,,,
,SLI,1,1,1,,,,,,,,,,
,SLI,1,1,2,20.0,1.0,,,,,,,,
,SLI,1,2,3,0.0,,,,,,,,,
,SLI,1,2,4,20.0,1.0,,,,,,,,
,SLI,1,3,5,20.0,1.0,,,,,,,,
,SLI,1,3,6,20.0,1.0,,,,,,,,
,SLI,1,4,7,0.0,,,,,,,,,
,SLI,1,4,8,18.0,1.0,,,,,,,,
,SLI,1,5,9,0.0,,,,,,,,,
,SLI,1,5,10,18.0,1.0,,,,,,,,
,SLI,1,6,11,0.0,,,,,,,,,
,SLI,1,6,12,18.0,1.0,,,,,,,,
,SLI,1,7,13,0.0,,,,,,,,,
,SLI,1,7,14,18.0,1.0,,,,,,,,
,SLI,1,8,15,0.0,,,,,,,,,
,SLI,1,8,16,0.0,1.0,,,,,,,,
,SLI,1,9,17,0.0,,,,,,,,,
,SLI,1,9,18,20.0,1.0,,,,,,,,
,SLI,1,10,19,0.0,,,,,,,,,
,SLI,1,10,20,20.0,1.0,,,,,,,,
,SLI,1,11,21,0.0,,,,,,,,,
,SLI,1,11,22,18.0,1.0,,,,,,,,
,SLI,1,12,23,0.0,,,,,,,,,
,SLI,1,12,24,20.0,1.0,,,,,,,,
,SLI,2,1,1,0.0,,,,,,,,,
,SLI,2,1,2,20.0,1.0,,,,,,,,
,SLI,2,2,3,0.0,1.0,,,,,,,,
,SLI,2,2,4,20.0,1.0,,,,,,,,
,SLI,2,3,5,0.0,,,,,,,,,
,SLI,2,3,6,18.0,1.0,,,,,,,,
,SLI,2,4,7,0.0,,,,,,,,,
,SLI,2,4,8,20.0,1.0,,,,,,,,
,SLI,2,5,9,0.0,,,,,,,,,
,SLI,2,5,10,20.0,1.0,,,,,,,,
,SLI,2,6,11,0.0,,,,,,,,,
,SLI,2,6,12,18.0,1.0,,,,,,,,
,SLI,2,7,13,0.0,,,,,,,,,
,SLI,2,7,14,20.0,2.0,,,,,,,,
,SLI,2,8,15,0.0,,,,,,,,,
,SLI,2,8,16,20.0,2.0,,,,,,,,
,SLI,2,9,17,0.0,,,,,,,,,
,SLI,2,9,18,20.0,2.0,,,,,,,,
,SLI,2,10,19,0.0,,,,,,,,,
,SLI,2,10,20,18.0,2.0,,,,,,,,
,SLI,2,11,21,0.0,,,,,,,,,
,SLI,2,11,22,20.0,2.0,,,,,,,,
,SLI,2,12,23,0.0,,,,,,,,,
,SLI,2,12,24,20.0,2.0,,,,,,,,
,SLI,2,1,1,0.0,,,,,,,,,
,SLI,3,1,2,20.0,2.0,,,,,,,,
,SLI,3,2,3,18.0,2.0,,,,,,,,
,SLI,3,2,4,18.0,2.0,,,,,,,,
,SLI,3,3,5,0.0,,,,,,,,,
,SLI,3,3,6,20.0,2.0,,,,,,,,
,SLI,3,4,7,0.0,,,,,,,,,
,SLI,3,4,8,20.0,2.0,,,,,,,,
,SLI,3,5,9,0.0,,,,,,,,,
,SLI,3,5,10,20.0,2.0,,,,,,,,
,SLI,3,6,11,0.0,,,,,,,,,
,SLI,3,6,12,20.0,2.0,,,,,,,,
,SLI,3,7,13,0.0,,,,,,,,,
,SLI,3,7,14,20.0,2.0,,,,,,,,
,SLI,3,8,15,0.0,,,,,,,,,
,SLI,3,8,16,20.0,2.0,,,,,,,,
,SLI,3,9,17,0.0,,,,,,,,,
,SLI,3,9,18,18.0,2.0,,,,,,,,
,SLI,3,10,19,0.0,,,,,,,,,
,SLI,3,10,20,20.0,2.0,,,,,,,,
,SLI,3,11,21,0.0,,,,,,,,,
,SLI,3,11,22,20.0,2.0,,,,,,,,
,SLI,3,12,23,0.0,,,,,,,,,
,SLI,3,12,24,20.0,2.0,,,,,,,,
,SLI,4,1,1,0.0,,,,,,,,,
,SLI,4,1,2,18.0,2.0,,,,,,,,
,SLI,4,2,3,0.0,,,,,,,,,
,SLI,4,2,4,20.0,3.0,,,,,,,,
,SLI,4,3,5,0.0,,,,,,,,,
,SLI,4,3,6,20.0,3.0,,,,,,,,
,SLI,4,4,7,0.0,,,,,,,,,
,SLI,4,4,8,20.0,3.0,,,,,,,,
,SLI,4,5,9,18.0,3.0,,,,,,,,
,SLI,4,5,10,18.0,3.0,,,,,,,,
,SLI,4,6,11,0.0,,,,,,,,,
,SLI,4,6,12,20.0,3.0,,,,,,,,
,SLI,4,7,13,0.0,,,,,,,,,
,SLI,4,7,14,20.0,3.0,,,,,,,,
,SLI,4,8,15,0.0,,,,,,,,,
,SLI,4,8,16,20.0,3.0,,,,,,,,
,SLI,4,9,17,20.0,3.0,,,,,,,,
,SLI,4,9,18,20.0,3.0,,,,,,,,
,SLI,4,10,19,0.0,,,,,,,,,
,SLI,4,10,20,20.0,3.0,,,,,,,,
